title,author,genre,url_book,url_image
Джеймс Бонд. Книга 2. Живи і дай померти,Ієн Флемінг,Художня література,/catalog/shpyhunskyj-detektyv/dzhejms-bond-knyha-2-zhyvy-i-daj-pomerty/,https://book-ye.com.ua//upload/resize_cache/iblock/545/230_355_1/7717f823_82c6_11e9_8112_000c29ae1566_33a9d1d0_4e84_11eb_8144_000c29ae1566.jpg
Бо війна — війною... Том 13,Роман Іваничук,Художня література,/catalog/ukrayinska-klasyka/bo-vijna-vijnoyu-tom-13/,https://book-ye.com.ua//upload/resize_cache/iblock/b0b/230_355_1/246d3dcc_5fef_11eb_8146_000c29ae1566_edfc28ba_617a_11eb_8146_000c29ae1566.jpg
Моя любов (подарункове видання),Іван Франко,Художня література,/catalog/klasychna-ukrayinska-poeziya/moya-lyubov-podarunkove-vydannya/,https://book-ye.com.ua//upload/resize_cache/iblock/235/230_355_1/1c345e32_8cac_11eb_814a_0050568ef5e6_fc405712_8caf_11eb_814a_0050568ef5e6.jpg
Божа земля,Донні Кейтс,Художня література,/catalog/komiksy/bozha-zemlya/,https://book-ye.com.ua//upload/resize_cache/iblock/f10/230_355_1/01d17332_22c2_11ec_8152_0050568ef5e6_98450351_22c9_11ec_8152_0050568ef5e6.jpg
Чаклун та сфера. Темна вежа ІV,Стівен Кінг,Художня література,/catalog/fentezi/chaklun-ta-sfera-temna-vezha-iv/,https://book-ye.com.ua//upload/resize_cache/iblock/812/230_355_1/f3a649f0_9511_11e6_80c0_000c29ae1566_d2862947_993a_11eb_814a_0050568ef5e6.jpg
Заборонені барви,Юкіо Місіма,Художня література,/catalog/zarubizhna-klasyka/zaboroneni-barvy/,https://book-ye.com.ua//upload/resize_cache/iblock/aff/230_355_1/4894091e_f8f7_11eb_8150_0050568ef5e6_3f3627f4_f8f8_11eb_8150_0050568ef5e6.jpg
Стандарти хотівших у НАТО. Книга 3,Р.В. Борта,Художня література,/catalog/korotki-istoriyi/standarty-khotivshykh-u-nato-knyha-3/,https://book-ye.com.ua//upload/resize_cache/iblock/b20/230_355_1/40f0560f_53a1_11ed_8175_0050568ef5e6_16318bc5_53a2_11ed_8175_0050568ef5e6.jpg
Пісеньки та наспіви: небилиці,Роберт Кувер,Художня література,/catalog/suchasna-zarubizhna-proza/pisenky-ta-naspivy-nebylytsi/,https://book-ye.com.ua//upload/resize_cache/iblock/f20/230_355_1/aecf1820_3735_11e8_80f0_000c29ae1566_f257fc4c_3735_11e8_80f0_000c29ae1566.jpg
Зряче перо. Роман із аркушем,Мирослав Дочинець,Художня література,/catalog/suchasna-ukrayinska-proza/zryache-pero-roman-iz-arkushem/,https://book-ye.com.ua//upload/resize_cache/iblock/ca1/230_355_1/848b0939_4460_11e8_80f5_000c29ae1566_687dfffd_2f63_11ed_8175_0050568ef5e6.jpg
Вілли над морем,Емма Андієвська,Художня література,/catalog/suchasna-ukrayinska-proza/villy-nad-morem/,https://book-ye.com.ua//upload/resize_cache/iblock/7d3/230_355_1/7919b9af_6889_11eb_8148_000c29ae1566_ffcce53d_688a_11eb_8148_000c29ae1566.jpg
День опричника,Володимир Сорокін,Художня література,/catalog/suchasna-zarubizhna-proza/den-oprychnyka/,https://book-ye.com.ua//upload/resize_cache/iblock/db7/230_355_1/1c5a5cc4_8d79_11eb_814a_0050568ef5e6_c6923584_8d79_11eb_814a_0050568ef5e6.jpg
Глибина різкості,Ірина Цілик,Художня література,/catalog/suchasna-ukrayinska-poeziya/glybyna-rizkosti/,https://book-ye.com.ua//upload/resize_cache/iblock/519/230_355_1/e3686b5d_83d0_11e6_80c0_000c29ae1566_c278ae8e_a0c2_11ea_8136_000c29ae1566.jpg
Четвертий вимір. Том 10,Роман Іваничук,Художня література,/catalog/ukrayinska-klasyka/chetvertyj-vymir-tom-10/,https://book-ye.com.ua//upload/resize_cache/iblock/3c0/230_355_1/51e57438_69fe_11eb_8148_000c29ae1566_f7e5440f_69fe_11eb_8148_000c29ae1566.jpg
Оповідь Артура Гордона Піма (Бібліотека світової літератури) (тканинна обкладинка),Едгар Аллан По,Художня література,/catalog/zarubizhna-klasyka/opovid-artura-gordona-pima-biblioteka-svitovoyi-literatury-tkanynna-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/566/230_355_1/64bcef41_729c_11eb_8149_0050568ef5e6_e012c5c3_729c_11eb_8149_0050568ef5e6.jpg
Сага про Вінланд (Vinland Saga). Том 3,Макото Юкімура,Художня література,/catalog/manga/saha-pro-vinland-vinland-saga-tom-3/,https://book-ye.com.ua//upload/resize_cache/iblock/614/230_355_1/8a56ab33_e7a6_11e6_80c1_000c29ae1566_65ba7507_593b_11ed_8175_0050568ef5e6.jpg
Константинос Кавафіс. Вибране (Бібліотека світової літератури),Константинос Кавафіс,Художня література,/catalog/klasychna-zarubizhna-poeziya/konstantynos-kavafis-vybrane-biblioteka-svitovoyi-literatury/,https://book-ye.com.ua//upload/resize_cache/iblock/e03/230_355_1/7d8371a2_7cda_11eb_814a_0050568ef5e6_6a4e1dca_7cdc_11eb_814a_0050568ef5e6.jpg
Ідеаль або На поміч пардон,Фредерик Беґбедер,Художня література,/catalog/suchasna-zarubizhna-proza/ideal-abo-na-pomich-pardon/,https://book-ye.com.ua//upload/resize_cache/iblock/e53/230_355_1/d0ae35e5_dc85_11ea_813c_000c29ae1566_75af3c51_dc87_11ea_813c_000c29ae1566.jpg
В неділю рано зілля копала... (Світовид),Ольга Кобилянська,Художня література,/catalog/ukrayinska-klasyka/v-nedilyu-rano-zillya-kopala-svitovyd/,https://book-ye.com.ua//upload/resize_cache/iblock/ebb/230_355_1/e3e4dac3_8e0d_11eb_814a_0050568ef5e6_0e1d0516_8e0f_11eb_814a_0050568ef5e6.jpg
Боги,Ніколь Версхооре,Художня література,/catalog/suchasna-zarubizhna-proza/bohy/,https://book-ye.com.ua//upload/resize_cache/iblock/af3/230_355_1/98d40266_80b2_11e6_80c0_000c29ae1566_3d875f15_9666_11ed_8178_0050568ef5e6.jpg
Три сторони медалі. Аверс,Геннадій Тітов,Художня література,/catalog/suchasna-ukrayinska-proza/try-storony-medali-avers/,https://book-ye.com.ua//upload/resize_cache/iblock/83e/230_355_1/14e423d4_dc17_11e8_810d_000c29ae1566_9cbebed3_dc17_11e8_810d_000c29ae1566.jpg
Князь Ігор (Шкільна бібліотека) (жовта),Володимир Малик,Художня література,/catalog/ukrayinska-klasyka/knyaz-ihor-shkilna-biblioteka-zhovta/,https://book-ye.com.ua//upload/resize_cache/iblock/96e/230_355_1/a7f6b1eb_777f_11eb_8149_0050568ef5e6_3e727167_7780_11eb_8149_0050568ef5e6.jpg
Скрипка Спіріт Лейку,Клер Бержерон,Художня література,/catalog/suchasna-zarubizhna-proza/skrypka-spirit-lejku/,https://book-ye.com.ua//upload/resize_cache/iblock/0b7/230_355_1/82f23bbc_f6c9_11eb_8150_0050568ef5e6_093e6ab8_1d3f_11ec_8152_0050568ef5e6.jpg
Маленький лорд Фонтлерой (American Library),Френсіс Бернетт,Художня література,/catalog/zarubizhna-klasyka/malenkyj-lord-fontleroj-american-library/,https://book-ye.com.ua//upload/resize_cache/iblock/6e8/230_355_1/e0506086_90c6_11e7_80cf_000c29ae1566_d1223095_35c7_11ed_8175_0050568ef5e6.jpg
Серце Заходу,О. Генрі,Художня література,/catalog/zarubizhna-klasyka/sertse-zakhodu/,https://book-ye.com.ua//upload/resize_cache/iblock/593/230_355_1/51c8bea6_fb33_11e9_8123_000c29ae1566_ab524452_4e7d_11eb_8144_000c29ae1566.jpg
Дочка снігів (Зарубіжні авторські зібрання),Джек Лондон,Художня література,/catalog/zarubizhna-klasyka/dochka-snihiv-zarubizhni-avtorski-zibrannya/,https://book-ye.com.ua//upload/resize_cache/iblock/43a/230_355_1/8687e011_67a3_11eb_8148_000c29ae1566_2eea09d7_67a4_11eb_8148_000c29ae1566.jpg
Право на сміх. Антологія сатири і гумору української діаспори. Кн. 2. Гумористика «Мітли» і «Комара»,Іван Дзюба,Художня література,/catalog/korotki-istoriyi/pravo-na-smikh-antolohiya-satyry-i-humoru-ukrayinskoyi-diaspory-kn-2-gumorystyka-mitly-i-komara/,https://book-ye.com.ua//upload/resize_cache/iblock/ed7/230_355_1/c271c5c1_9941_11eb_814a_0050568ef5e6_2207f90c_9944_11eb_814a_0050568ef5e6.jpg
Соколине око Том 1. Моє життя як зброя,Метт Фрекшн,Художня література,/catalog/komiksy/sokolyne-oko-tom-1-moye-zhyttya-yak-zbroya/,https://book-ye.com.ua//upload/resize_cache/iblock/6ee/230_355_1/27332cab_80fc_11ec_8166_0050568ef5e6_3e0fbb29_8412_11ec_8166_0050568ef5e6.jpg
Почвара,Олег Бондар,Художня література,/catalog/suchasna-ukrayinska-proza/pochvara/,https://book-ye.com.ua//upload/resize_cache/iblock/a9f/230_355_1/7db3d4c9_5444_11ed_8175_0050568ef5e6_2f093f87_5445_11ed_8175_0050568ef5e6.jpg
Комо,Срджан Валяревич,Художня література,/catalog/suchasna-zarubizhna-proza/komo/,https://book-ye.com.ua//upload/resize_cache/iblock/957/230_355_1/5a6f38e2_0f01_11e7_80c5_000c29ae1566_ad37e253_b12f_11ea_8138_000c29ae1566.jpg
Поверни мене в Японію,Галина Ів,Художня література,/catalog/suchasna-ukrayinska-proza/poverny-mene-v-yaponiyu/,https://book-ye.com.ua//upload/resize_cache/iblock/2f1/230_355_1/2e609fca_8c93_11e6_80c0_000c29ae1566_4f8d6ec8_8efb_11e7_80cf_000c29ae1566.jpg
Транзитна станція (Горизонти фантастики),Сімак Кліффорд,Художня література,/catalog/kosmichna-fantastyka/tranzytna-stantsiya-goryzonty-fantastyky/,https://book-ye.com.ua//upload/iblock/468/e3fc1b02_c62f_11e8_810b_000c29ae1566_16b72603_c630_11e8_810b_000c29ae1566.jpg
"З любов'ю, Серж Лифар! Книга 1. Київ назавжди",Олена Гураль,Художня література,/catalog/suchasna-ukrayinska-proza/z-lyubov-yu-serzh-lyfar-knyha-1-kyyiv-nazavzhdy/,https://book-ye.com.ua//upload/resize_cache/iblock/fe4/230_355_1/b68c5884_72a8_11e9_8112_000c29ae1566_9805aeb1_059b_11ec_8150_0050568ef5e6.jpg
Капітан Америка. Том 1. Зима в Америці,Та-Нагасі Коутс,Художня література,/catalog/komiksy/kapitan-ameryka-tom-1-zyma-v-amerytsi/,https://book-ye.com.ua//upload/resize_cache/iblock/a53/230_355_1/fd64cab9_4286_11ea_8127_000c29ae1566_11d94d1b_4287_11ea_8127_000c29ae1566.jpg
Акме,Леся Холодюк,Художня література,/catalog/suchasna-ukrayinska-proza/akme/,https://book-ye.com.ua//upload/resize_cache/iblock/5c3/230_355_1/299b39e1_81fc_11ed_8177_0050568ef5e6_b833fe33_81fd_11ed_8177_0050568ef5e6.jpg
Час second-hand. Кінець червоної людини (Фоліо),Світлана Алексієвич,Художня література,/catalog/suchasna-zarubizhna-proza/chas-second-hand-kinets-chervonoyi-lyudyny-folio/,https://book-ye.com.ua//upload/resize_cache/iblock/234/230_355_1/c66fd62d_cdce_11e6_80c0_000c29ae1566_961941c0_5b28_11eb_8146_000c29ae1566.png
50 відсотків рації,Олександр Бойченко,Художня література,/catalog/suchasna-ukrayinska-proza/50-vidsotkiv-ratsiyi/,https://book-ye.com.ua//upload/resize_cache/iblock/309/230_355_1/cfa05226_74e0_11e6_80be_000c29ae1566_93774976_b0b0_11ea_8138_000c29ae1566.jpg
Розправа з методом (Бібліотека світової літератури),Алехо Карпентьєр,Художня література,/catalog/zarubizhna-klasyka/rozprava-z-metodom-biblioteka-svitovoyi-literatury/,https://book-ye.com.ua//upload/resize_cache/iblock/9b7/230_355_1/0e275198_8bf4_11eb_814a_0050568ef5e6_8308e9da_8bf6_11eb_814a_0050568ef5e6.jpg
У вогні плавильника. Срібло,Ганна Гороженко,Художня література,/catalog/suchasna-ukrayinska-proza/u-vohni-plavylnyka-sriblo/,https://book-ye.com.ua//upload/resize_cache/iblock/f46/230_355_1/06abf748_a1d4_11eb_814a_0050568ef5e6_7e2de5dc_a1d4_11eb_814a_0050568ef5e6.jpg
Едем (Маєстат слова),Станіслав Лем,Художня література,/catalog/kosmichna-fantastyka/edem-mayestat-slova/,https://book-ye.com.ua//upload/resize_cache/iblock/269/230_355_1/4b372b87_1ebe_11e7_80c5_000c29ae1566_4c810d39_e7d3_11ec_8171_0050568ef5e6.jpg
"Елефантіна, або Кораблекрушенція Достоєвцева",Юлія Кісіна,Художня література,/catalog/suchasna-ukrayinska-proza/elefantina-abo-korablekrushentsiya-dostoyevtseva/,https://book-ye.com.ua//upload/resize_cache/iblock/c5c/230_355_1/592adf4f_8263_11e7_80cf_000c29ae1566_d55bcdec_8b1c_11e7_80cf_000c29ae1566.jpg
Щасливий принц (Зарубіжні авторські зібрання),Оскар Вайльд,Художня література,/catalog/zarubizhna-klasyka/shchaslyvyj-prynts-zarubizhni-avtorski-zibrannya/,https://book-ye.com.ua//upload/resize_cache/iblock/3c7/230_355_1/a9519c7e_6893_11eb_8148_000c29ae1566_685559a7_6894_11eb_8148_000c29ae1566.jpg
Треті півні,Богдан Безхутрий,Художня література,/catalog/suchasna-ukrayinska-proza/treti-pivni/,https://book-ye.com.ua//upload/resize_cache/iblock/026/230_355_1/92b05246_d06f_11e8_810c_000c29ae1566_3152622d_b7b6_11ea_813b_000c29ae1566.jpg
Королі і капуста (Шкільна бібліотека) (жовта),О. Генрі,Художня література,/catalog/zarubizhna-klasyka/koroli-i-kapusta-shkilna-biblioteka-zhovta/,https://book-ye.com.ua//upload/resize_cache/iblock/b39/230_355_1/cbf9428c_777e_11eb_8149_0050568ef5e6_749ea5ec_777f_11eb_8149_0050568ef5e6.jpg
101 рік України. Книга 8. Книга Розчарування. 1977—1990. Від миру до війни,Тимур Литовченко,Художня література,/catalog/suchasna-ukrayinska-proza/101-rik-ukrayiny-knyha-8-knyha-rozcharuvannya-1977-1990-vid-myru-do-vijny/,https://book-ye.com.ua//upload/resize_cache/iblock/f74/230_355_1/1d27ca48_5fcb_11eb_8146_000c29ae1566_a0931a13_5fcb_11eb_8146_000c29ae1566.jpg
Любощі. Любовні елегії. Мистецтво кохання. Ліки від кохання,Овідій,Художня література,/catalog/klasychna-zarubizhna-poeziya/lyuboshchi-lyubovni-elehiyi-mystetstvo-kokhannya-liky-vid-kokhannya/,https://book-ye.com.ua//upload/resize_cache/iblock/c83/230_355_1/88a35d30_a11c_11eb_814a_0050568ef5e6_c0abe8ba_a11e_11eb_814a_0050568ef5e6.jpg
Мюнхен (Бест),Роберт Харрис,Художня література,/catalog/istorychnyj-detektyv/myunkhen-best/,https://book-ye.com.ua//upload/resize_cache/iblock/b70/230_355_1/5fbcd57f_87eb_11ec_8166_0050568ef5e6_47f1f946_8816_11ec_8166_0050568ef5e6.jpg
Софія,Олесь Ульяненко,Художня література,/catalog/suchasna-ukrayinska-proza/sofiya/,https://book-ye.com.ua//upload/resize_cache/iblock/59e/230_355_1/b761166e_728b_11eb_8149_0050568ef5e6_d57445b9_728c_11eb_8149_0050568ef5e6.jpg
Печатка святої Маргарити. Пригоди Марка Шведа. Книга 2,Лора Підгірна,Художня література,/catalog/detektyvy/pechatka-svyatoyi-marharyty-pryhody-marka-shveda-knyha-2/,https://book-ye.com.ua//upload/resize_cache/iblock/e2f/230_355_1/4f0ebf47_3adc_11eb_8141_000c29ae1566_6bdb4ba3_3add_11eb_8141_000c29ae1566.jpg
Руїна. Книга 2 (Барви),Василь Крас,Художня література,/catalog/suchasna-ukrayinska-proza/ruyina-knyha-2-barvy/,https://book-ye.com.ua//upload/resize_cache/iblock/a9c/230_355_1/6c8f4805_faa7_11eb_8150_0050568ef5e6_90d6f62a_faa9_11eb_8150_0050568ef5e6.jpg
Роман Рудий. Афоризми,Роман Рудий,Художня література,/catalog/tsytaty-j-aforyzmy/roman-rudyj-aforyzmy/,https://book-ye.com.ua//upload/resize_cache/iblock/86e/230_355_1/1cadd7c5_834c_11eb_814a_0050568ef5e6_b870ee30_834f_11eb_814a_0050568ef5e6.jpg
Чотири шаблі (Шкільна бібліотека) (жовта обкладинка),Юрій Яновський,Художня література,/catalog/ukrayinska-klasyka/chotyry-shabli-shkilna-biblioteka-zhovta-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/ce1/230_355_1/a42bb04f_8bca_11eb_814a_0050568ef5e6_4fe105a3_8bcb_11eb_814a_0050568ef5e6.jpg
Просто Девід (Скарби: молодіжна серія),Елеонор Портер,Художня література,/catalog/zarubizhna-klasyka/prosto-devid-skarby-molodizhna-seriya/,https://book-ye.com.ua//upload/resize_cache/iblock/ed4/230_355_1/be6e6237_091a_11ea_8123_000c29ae1566_5feaedb4_091c_11ea_8123_000c29ae1566.jpg
